"date","health_board","Suspected","Confirmed","Recovering","total_hospitalisations","new_admissions","prev_day_beds_occupied","difference"
2020-07-13,"Aneurin Bevan University Health Board",57,5,16,78,12,72,-6
2020-07-14,"Aneurin Bevan University Health Board",37,5,15,57,7,78,-28
2020-07-15,"Aneurin Bevan University Health Board",41,6,16,63,9,57,-3
2020-07-16,"Aneurin Bevan University Health Board",45,5,15,65,9,63,-7
2020-07-17,"Aneurin Bevan University Health Board",27,6,13,46,13,65,-32
2020-07-18,"Aneurin Bevan University Health Board",44,5,13,62,11,46,5
2020-07-19,"Aneurin Bevan University Health Board",37,5,14,56,13,62,-19
2020-07-20,"Aneurin Bevan University Health Board",21,5,14,40,6,56,-22
2020-07-21,"Aneurin Bevan University Health Board",23,5,13,41,3,40,-2
2020-07-22,"Aneurin Bevan University Health Board",26,5,14,45,8,41,-4
2020-07-23,"Aneurin Bevan University Health Board",17,6,14,37,4,45,-12
2020-07-24,"Aneurin Bevan University Health Board",30,6,13,49,8,37,4
2020-07-25,"Aneurin Bevan University Health Board",29,3,15,47,5,49,-7
2020-07-26,"Aneurin Bevan University Health Board",47,2,16,65,8,47,10
2020-07-27,"Aneurin Bevan University Health Board",28,3,16,47,8,65,-26
2020-07-28,"Aneurin Bevan University Health Board",34,4,17,55,13,47,-5
2020-07-29,"Aneurin Bevan University Health Board",42,4,14,60,8,55,-3
2020-07-30,"Aneurin Bevan University Health Board",42,4,14,60,14,60,-14
2020-07-31,"Aneurin Bevan University Health Board",31,4,11,46,10,60,-24
2020-08-01,"Aneurin Bevan University Health Board",26,4,12,42,16,46,-20
2020-08-02,"Aneurin Bevan University Health Board",34,5,12,51,3,42,6
2020-08-03,"Aneurin Bevan University Health Board",34,4,14,52,3,51,-2
2020-08-04,"Aneurin Bevan University Health Board",28,4,11,43,7,52,-16
2020-08-05,"Aneurin Bevan University Health Board",28,2,12,42,10,43,-11
2020-08-06,"Aneurin Bevan University Health Board",32,2,10,44,6,42,-4
2020-08-07,"Aneurin Bevan University Health Board",15,2,11,28,6,44,-22
2020-08-08,"Aneurin Bevan University Health Board",31,1,11,43,10,28,5
2020-08-09,"Aneurin Bevan University Health Board",32,1,12,45,7,43,-5
2020-08-10,"Aneurin Bevan University Health Board",32,1,12,45,0,45,0
2020-08-11,"Aneurin Bevan University Health Board",31,1,11,43,8,45,-10
2020-08-12,"Aneurin Bevan University Health Board",24,2,11,37,6,43,-12
2020-08-13,"Aneurin Bevan University Health Board",32,1,10,43,14,37,-8
2020-08-14,"Aneurin Bevan University Health Board",32,1,10,43,7,43,-7
2020-08-15,"Aneurin Bevan University Health Board",91,1,10,102,12,43,47
2020-08-16,"Aneurin Bevan University Health Board",67,1,11,79,5,102,-28
2020-08-17,"Aneurin Bevan University Health Board",69,1,11,81,11,79,-9
2020-08-18,"Aneurin Bevan University Health Board",35,1,11,47,13,81,-47
2020-08-19,"Aneurin Bevan University Health Board",38,1,11,50,5,47,-2
2020-08-20,"Aneurin Bevan University Health Board",59,0,12,71,7,50,14
2020-08-21,"Aneurin Bevan University Health Board",32,0,12,44,7,71,-34
2020-08-22,"Aneurin Bevan University Health Board",51,0,12,63,1,44,18
2020-08-23,"Aneurin Bevan University Health Board",24,0,12,36,4,63,-31
2020-08-24,"Aneurin Bevan University Health Board",32,0,12,44,1,36,7
2020-08-25,"Aneurin Bevan University Health Board",26,0,12,38,5,44,-11
2020-08-26,"Aneurin Bevan University Health Board",38,0,12,50,1,38,11
2020-08-27,"Aneurin Bevan University Health Board",41,0,9,50,7,50,-7
2020-08-28,"Aneurin Bevan University Health Board",40,0,9,49,6,50,-7
2020-08-29,"Aneurin Bevan University Health Board",13,0,9,22,11,49,-38
2020-08-30,"Aneurin Bevan University Health Board",43,0,9,52,12,22,18
2020-08-31,"Aneurin Bevan University Health Board",47,0,9,56,6,52,-2
2020-09-01,"Aneurin Bevan University Health Board",51,0,9,60,11,56,-7
2020-09-02,"Aneurin Bevan University Health Board",68,0,9,77,11,60,6
2020-09-03,"Aneurin Bevan University Health Board",48,0,9,57,16,77,-36
2020-09-04,"Aneurin Bevan University Health Board",36,1,9,46,11,57,-22
2020-09-05,"Aneurin Bevan University Health Board",27,1,8,36,9,46,-19
2020-09-06,"Aneurin Bevan University Health Board",55,1,8,64,5,36,23
2020-09-07,"Aneurin Bevan University Health Board",49,1,8,58,8,64,-14
2020-09-08,"Aneurin Bevan University Health Board",17,0,6,23,16,58,-51
2020-09-09,"Aneurin Bevan University Health Board",55,1,6,62,10,23,29
2020-09-10,"Aneurin Bevan University Health Board",21,3,6,30,7,62,-39
2020-09-11,"Aneurin Bevan University Health Board",31,3,6,40,6,30,4
2020-09-12,"Aneurin Bevan University Health Board",58,4,6,68,13,40,15
2020-09-13,"Aneurin Bevan University Health Board",69,4,6,79,18,68,-7
2020-09-14,"Aneurin Bevan University Health Board",57,4,6,67,8,79,-20
2020-09-15,"Aneurin Bevan University Health Board",36,4,7,47,6,67,-26
2020-09-16,"Aneurin Bevan University Health Board",59,3,7,69,7,47,15
2020-09-17,"Aneurin Bevan University Health Board",43,3,6,52,7,69,-24
2020-09-18,"Aneurin Bevan University Health Board",23,3,8,34,10,52,-28
2020-09-19,"Aneurin Bevan University Health Board",23,2,8,33,4,34,-5
2020-09-20,"Aneurin Bevan University Health Board",24,1,8,33,0,33,0
2020-09-21,"Aneurin Bevan University Health Board",42,5,8,55,10,33,12
2020-09-22,"Aneurin Bevan University Health Board",29,7,6,42,5,55,-18
2020-09-23,"Aneurin Bevan University Health Board",62,9,7,78,5,42,31
2020-09-24,"Aneurin Bevan University Health Board",50,8,7,65,12,78,-25
2020-09-25,"Aneurin Bevan University Health Board",56,22,7,85,14,65,6
2020-09-26,"Aneurin Bevan University Health Board",54,24,6,84,18,85,-19
2020-09-27,"Aneurin Bevan University Health Board",111,26,6,143,13,84,46
2020-09-28,"Aneurin Bevan University Health Board",85,31,6,122,21,143,-42
2020-09-29,"Aneurin Bevan University Health Board",105,30,6,141,23,122,-4
2020-09-30,"Aneurin Bevan University Health Board",132,33,6,171,20,141,10
2020-10-01,"Aneurin Bevan University Health Board",119,32,8,159,17,171,-29
2020-10-02,"Aneurin Bevan University Health Board",126,41,11,178,48,159,-29
2020-10-03,"Aneurin Bevan University Health Board",72,36,10,118,21,178,-81
2020-10-04,"Aneurin Bevan University Health Board",136,38,8,182,43,118,21
2020-10-05,"Aneurin Bevan University Health Board",142,39,10,191,26,182,-17
2020-10-06,"Aneurin Bevan University Health Board",67,39,11,117,30,191,-104
2020-10-07,"Aneurin Bevan University Health Board",104,40,11,155,18,117,20
2020-10-08,"Aneurin Bevan University Health Board",110,45,9,164,28,155,-19
2020-10-09,"Aneurin Bevan University Health Board",112,43,13,168,13,164,-9
2020-10-10,"Aneurin Bevan University Health Board",157,45,12,214,39,168,7
2020-10-11,"Aneurin Bevan University Health Board",102,55,13,170,31,214,-75
2020-10-12,"Aneurin Bevan University Health Board",104,61,13,178,41,170,-33
2020-10-13,"Aneurin Bevan University Health Board",123,63,13,199,31,178,-10
2020-10-14,"Aneurin Bevan University Health Board",129,75,12,216,27,199,-10
2020-10-15,"Aneurin Bevan University Health Board",134,88,10,232,20,216,-4
2020-10-16,"Aneurin Bevan University Health Board",91,104,11,206,30,232,-56
2020-10-17,"Aneurin Bevan University Health Board",112,107,14,233,42,206,-15
2020-10-18,"Aneurin Bevan University Health Board",95,117,14,226,24,233,-31
2020-10-19,"Aneurin Bevan University Health Board",103,126,14,243,19,226,-2
2020-10-20,"Aneurin Bevan University Health Board",114,121,13,248,25,243,-20
2020-10-21,"Aneurin Bevan University Health Board",135,123,13,271,15,248,8
2020-10-22,"Aneurin Bevan University Health Board",151,129,14,294,18,271,5
2020-10-23,"Aneurin Bevan University Health Board",124,130,16,270,23,294,-47
2020-10-24,"Aneurin Bevan University Health Board",120,139,18,277,29,270,-22
2020-10-25,"Aneurin Bevan University Health Board",99,146,20,265,20,277,-32
2020-10-26,"Aneurin Bevan University Health Board",118,148,20,286,23,265,-2
2020-10-27,"Aneurin Bevan University Health Board",92,169,28,289,27,286,-24
2020-10-28,"Aneurin Bevan University Health Board",98,171,34,303,24,289,-10
2020-10-29,"Aneurin Bevan University Health Board",149,184,40,373,34,303,36
2020-10-30,"Aneurin Bevan University Health Board",109,198,46,353,28,373,-48
2020-10-31,"Aneurin Bevan University Health Board",95,208,42,345,21,353,-29
2020-11-01,"Aneurin Bevan University Health Board",123,212,45,380,27,345,8
2020-11-02,"Aneurin Bevan University Health Board",79,223,48,350,29,380,-59
2020-11-03,"Aneurin Bevan University Health Board",85,228,54,367,29,350,-12
2020-11-04,"Aneurin Bevan University Health Board",134,220,52,406,33,367,6
2020-11-05,"Aneurin Bevan University Health Board",75,206,60,341,22,406,-87
2020-11-06,"Aneurin Bevan University Health Board",107,227,44,378,21,341,16
2020-11-07,"Aneurin Bevan University Health Board",110,225,49,384,50,378,-44
2020-11-08,"Aneurin Bevan University Health Board",115,217,54,386,20,384,-18
2020-11-09,"Aneurin Bevan University Health Board",54,214,55,323,9,386,-72
2020-11-10,"Aneurin Bevan University Health Board",91,218,50,359,23,323,13
2020-11-11,"Aneurin Bevan University Health Board",125,231,52,408,29,359,20
2020-11-12,"Aneurin Bevan University Health Board",96,243,56,395,20,408,-33
2020-11-13,"Aneurin Bevan University Health Board",145,248,61,454,17,395,42
2020-11-14,"Aneurin Bevan University Health Board",77,265,59,401,19,454,-72
2020-11-15,"Aneurin Bevan University Health Board",100,264,70,434,22,401,11
2020-11-16,"Aneurin Bevan University Health Board",113,261,77,451,17,434,0
2020-11-17,"Aneurin Bevan University Health Board",106,274,78,458,18,451,-11
2020-11-18,"Aneurin Bevan University Health Board",99,273,78,450,26,458,-34
2020-04-01,"Betsi Cadwaladr University Health Board",78,29,NA,107,28,450,-371
2020-04-02,"Betsi Cadwaladr University Health Board",51,34,NA,85,23,107,-45
2020-04-03,"Betsi Cadwaladr University Health Board",61,38,NA,99,9,85,5
2020-04-04,"Betsi Cadwaladr University Health Board",57,46,NA,103,30,99,-26
2020-04-05,"Betsi Cadwaladr University Health Board",74,46,NA,120,23,103,-6
2020-04-06,"Betsi Cadwaladr University Health Board",52,64,NA,116,19,120,-23
2020-04-07,"Betsi Cadwaladr University Health Board",62,60,NA,122,28,116,-22
2020-04-08,"Betsi Cadwaladr University Health Board",73,66,NA,139,32,122,-15
2020-04-09,"Betsi Cadwaladr University Health Board",83,61,NA,144,16,139,-11
2020-04-10,"Betsi Cadwaladr University Health Board",72,81,NA,153,16,144,-7
2020-04-11,"Betsi Cadwaladr University Health Board",62,92,NA,154,12,153,-11
2020-04-12,"Betsi Cadwaladr University Health Board",72,102,NA,174,36,154,-16
2020-04-13,"Betsi Cadwaladr University Health Board",68,95,NA,163,24,174,-35
2020-04-14,"Betsi Cadwaladr University Health Board",74,108,NA,182,21,163,-2
2020-04-15,"Betsi Cadwaladr University Health Board",71,112,NA,183,34,182,-33
2020-04-16,"Betsi Cadwaladr University Health Board",92,95,NA,187,22,183,-18
2020-04-17,"Betsi Cadwaladr University Health Board",115,100,NA,215,35,187,-7
2020-04-18,"Betsi Cadwaladr University Health Board",120,126,NA,246,22,215,9
2020-04-19,"Betsi Cadwaladr University Health Board",112,120,NA,232,18,246,-32
2020-04-20,"Betsi Cadwaladr University Health Board",95,126,NA,221,23,232,-34
2020-04-21,"Betsi Cadwaladr University Health Board",70,127,NA,197,22,221,-46
2020-04-22,"Betsi Cadwaladr University Health Board",95,115,NA,210,30,197,-17
2020-04-23,"Betsi Cadwaladr University Health Board",129,163,NA,292,31,210,51
2020-04-24,"Betsi Cadwaladr University Health Board",109,166,NA,275,38,292,-55
2020-04-25,"Betsi Cadwaladr University Health Board",110,176,NA,286,30,275,-19
2020-04-26,"Betsi Cadwaladr University Health Board",122,177,NA,299,20,286,-7
2020-04-27,"Betsi Cadwaladr University Health Board",97,204,NA,301,15,299,-13
2020-04-28,"Betsi Cadwaladr University Health Board",121,194,NA,315,29,301,-15
2020-04-29,"Betsi Cadwaladr University Health Board",105,197,NA,302,28,315,-41
2020-04-30,"Betsi Cadwaladr University Health Board",104,202,NA,306,29,302,-25
2020-05-01,"Betsi Cadwaladr University Health Board",127,186,NA,313,35,306,-28
2020-05-02,"Betsi Cadwaladr University Health Board",121,185,NA,306,26,313,-33
2020-05-03,"Betsi Cadwaladr University Health Board",98,211,NA,309,28,306,-25
2020-05-04,"Betsi Cadwaladr University Health Board",89,213,NA,302,38,309,-45
2020-05-05,"Betsi Cadwaladr University Health Board",115,188,NA,303,42,302,-41
2020-05-06,"Betsi Cadwaladr University Health Board",126,188,NA,314,16,303,-5
2020-05-07,"Betsi Cadwaladr University Health Board",157,209,NA,366,40,314,12
2020-05-08,"Betsi Cadwaladr University Health Board",205,191,NA,396,52,366,-22
2020-05-09,"Betsi Cadwaladr University Health Board",147,215,NA,362,26,396,-60
2020-05-10,"Betsi Cadwaladr University Health Board",126,218,NA,344,31,362,-49
2020-05-11,"Betsi Cadwaladr University Health Board",89,228,NA,317,44,344,-71
2020-05-12,"Betsi Cadwaladr University Health Board",96,228,NA,324,20,317,-13
2020-05-13,"Betsi Cadwaladr University Health Board",99,174,NA,273,37,324,-88
2020-05-14,"Betsi Cadwaladr University Health Board",107,201,NA,308,34,273,1
2020-05-15,"Betsi Cadwaladr University Health Board",140,184,NA,324,20,308,-4
2020-05-16,"Betsi Cadwaladr University Health Board",114,221,NA,335,46,324,-35
2020-05-17,"Betsi Cadwaladr University Health Board",119,219,NA,338,23,335,-20
2020-05-18,"Betsi Cadwaladr University Health Board",112,210,NA,322,22,338,-38
2020-05-19,"Betsi Cadwaladr University Health Board",141,204,NA,345,24,322,-1
2020-05-20,"Betsi Cadwaladr University Health Board",128,201,NA,329,32,345,-48
2020-05-21,"Betsi Cadwaladr University Health Board",143,191,NA,334,27,329,-22
2020-05-22,"Betsi Cadwaladr University Health Board",139,196,NA,335,16,334,-15
2020-05-23,"Betsi Cadwaladr University Health Board",152,201,NA,353,33,335,-15
2020-05-24,"Betsi Cadwaladr University Health Board",104,207,NA,311,10,353,-52
2020-05-25,"Betsi Cadwaladr University Health Board",106,196,NA,302,21,311,-30
2020-05-26,"Betsi Cadwaladr University Health Board",86,180,42,308,12,302,-6
2020-05-27,"Betsi Cadwaladr University Health Board",69,175,54,298,25,308,-35
2020-05-28,"Betsi Cadwaladr University Health Board",83,192,52,327,19,298,10
2020-05-29,"Betsi Cadwaladr University Health Board",67,189,55,311,30,327,-46
2020-05-30,"Betsi Cadwaladr University Health Board",85,176,70,331,22,311,-2
2020-05-31,"Betsi Cadwaladr University Health Board",68,178,68,314,7,331,-24
2020-06-01,"Betsi Cadwaladr University Health Board",75,176,65,316,11,314,-9
2020-06-02,"Betsi Cadwaladr University Health Board",106,182,58,346,21,316,9
2020-06-03,"Betsi Cadwaladr University Health Board",94,171,58,323,48,346,-71
2020-06-04,"Betsi Cadwaladr University Health Board",102,198,69,369,25,323,21
2020-06-05,"Betsi Cadwaladr University Health Board",104,184,72,360,24,369,-33
2020-06-06,"Betsi Cadwaladr University Health Board",91,194,72,357,28,360,-31
2020-06-07,"Betsi Cadwaladr University Health Board",74,178,49,301,22,357,-78
2020-06-08,"Betsi Cadwaladr University Health Board",74,171,48,293,8,301,-16
2020-06-09,"Betsi Cadwaladr University Health Board",84,168,52,304,12,293,-1
2020-06-10,"Betsi Cadwaladr University Health Board",94,148,58,300,30,304,-34
2020-06-11,"Betsi Cadwaladr University Health Board",76,156,61,293,24,300,-31
2020-06-12,"Betsi Cadwaladr University Health Board",88,157,62,307,24,293,-10
2020-06-13,"Betsi Cadwaladr University Health Board",88,151,65,304,34,307,-37
2020-06-14,"Betsi Cadwaladr University Health Board",75,146,66,287,7,304,-24
2020-06-15,"Betsi Cadwaladr University Health Board",56,148,71,275,7,287,-19
2020-06-16,"Betsi Cadwaladr University Health Board",59,146,76,281,16,275,-10
2020-06-17,"Betsi Cadwaladr University Health Board",69,140,73,282,35,281,-34
2020-06-18,"Betsi Cadwaladr University Health Board",51,138,67,256,32,282,-58
2020-06-19,"Betsi Cadwaladr University Health Board",62,135,66,263,19,256,-12
2020-06-20,"Betsi Cadwaladr University Health Board",46,127,65,238,14,263,-39
2020-06-21,"Betsi Cadwaladr University Health Board",42,142,67,251,9,238,4
2020-06-22,"Betsi Cadwaladr University Health Board",50,124,73,247,14,251,-18
2020-06-23,"Betsi Cadwaladr University Health Board",38,126,70,234,14,247,-27
2020-06-24,"Betsi Cadwaladr University Health Board",41,116,69,226,18,234,-26
2020-06-25,"Betsi Cadwaladr University Health Board",49,114,67,230,8,226,-4
2020-06-26,"Betsi Cadwaladr University Health Board",56,108,63,227,24,230,-27
2020-06-27,"Betsi Cadwaladr University Health Board",59,103,62,224,15,227,-18
2020-06-28,"Betsi Cadwaladr University Health Board",60,99,73,232,8,224,0
2020-06-29,"Betsi Cadwaladr University Health Board",49,99,74,222,14,232,-24
2020-06-30,"Betsi Cadwaladr University Health Board",49,88,68,205,15,222,-32
2020-07-01,"Betsi Cadwaladr University Health Board",50,78,73,201,12,205,-16
2020-07-02,"Betsi Cadwaladr University Health Board",57,70,68,195,15,201,-21
2020-07-03,"Betsi Cadwaladr University Health Board",52,69,73,194,16,195,-17
