"date","health_board","Suspected","Confirmed","Recovering","total_hospitalisations","new_admissions","prev_day_beds_occupied","difference"
2020-08-20,"Hywel Dda University Health Board",25,1,0,26,11,18,-3
2020-08-21,"Hywel Dda University Health Board",14,1,0,15,6,26,-17
2020-08-22,"Hywel Dda University Health Board",10,1,0,11,6,15,-10
2020-08-23,"Hywel Dda University Health Board",11,1,0,12,6,11,-5
2020-08-24,"Hywel Dda University Health Board",12,1,1,14,17,12,-15
2020-08-25,"Hywel Dda University Health Board",14,2,0,16,4,14,-2
2020-08-26,"Hywel Dda University Health Board",19,2,0,21,11,16,-6
2020-08-27,"Hywel Dda University Health Board",14,1,0,15,16,21,-22
2020-08-28,"Hywel Dda University Health Board",18,2,0,20,15,15,-10
2020-08-29,"Hywel Dda University Health Board",17,2,0,19,6,20,-7
2020-08-30,"Hywel Dda University Health Board",14,4,0,18,6,19,-7
2020-08-31,"Hywel Dda University Health Board",15,2,0,17,8,18,-9
2020-09-01,"Hywel Dda University Health Board",9,2,0,11,1,17,-7
2020-09-02,"Hywel Dda University Health Board",12,1,0,13,4,11,-2
2020-09-03,"Hywel Dda University Health Board",15,1,0,16,8,13,-5
2020-09-04,"Hywel Dda University Health Board",5,1,0,6,5,16,-15
2020-09-05,"Hywel Dda University Health Board",13,2,0,15,4,6,5
2020-09-06,"Hywel Dda University Health Board",15,0,0,15,6,15,-6
2020-09-07,"Hywel Dda University Health Board",14,0,0,14,7,15,-8
2020-09-08,"Hywel Dda University Health Board",17,0,0,17,0,14,3
2020-09-09,"Hywel Dda University Health Board",21,0,0,21,6,17,-2
2020-09-10,"Hywel Dda University Health Board",8,0,0,8,3,21,-16
2020-09-11,"Hywel Dda University Health Board",18,0,0,18,8,8,2
2020-09-12,"Hywel Dda University Health Board",18,0,0,18,5,18,-5
2020-09-13,"Hywel Dda University Health Board",12,0,0,12,6,18,-12
2020-09-14,"Hywel Dda University Health Board",18,0,0,18,14,12,-8
2020-09-15,"Hywel Dda University Health Board",14,0,0,14,9,18,-13
2020-09-16,"Hywel Dda University Health Board",20,0,0,20,6,14,0
2020-09-17,"Hywel Dda University Health Board",10,0,0,10,3,20,-13
2020-09-18,"Hywel Dda University Health Board",8,1,0,9,6,10,-7
2020-09-19,"Hywel Dda University Health Board",10,0,0,10,6,9,-5
2020-09-20,"Hywel Dda University Health Board",11,1,0,12,7,10,-5
2020-09-21,"Hywel Dda University Health Board",14,1,0,15,3,12,0
2020-09-22,"Hywel Dda University Health Board",22,1,0,23,4,15,4
2020-09-23,"Hywel Dda University Health Board",19,1,0,20,8,23,-11
2020-09-24,"Hywel Dda University Health Board",8,1,0,9,5,20,-16
2020-09-25,"Hywel Dda University Health Board",14,2,0,16,9,9,-2
2020-09-26,"Hywel Dda University Health Board",20,2,0,22,10,16,-4
2020-09-27,"Hywel Dda University Health Board",11,2,0,13,4,22,-13
2020-09-28,"Hywel Dda University Health Board",22,0,0,22,8,13,1
2020-09-29,"Hywel Dda University Health Board",19,2,0,21,15,22,-16
2020-09-30,"Hywel Dda University Health Board",15,3,0,18,3,21,-6
2020-10-01,"Hywel Dda University Health Board",15,4,0,19,10,18,-9
2020-10-02,"Hywel Dda University Health Board",10,6,0,16,10,19,-13
2020-10-03,"Hywel Dda University Health Board",11,6,0,17,11,16,-10
2020-10-04,"Hywel Dda University Health Board",9,6,0,15,11,17,-13
2020-10-05,"Hywel Dda University Health Board",11,5,0,16,5,15,-4
2020-10-06,"Hywel Dda University Health Board",9,7,0,16,11,16,-11
2020-10-07,"Hywel Dda University Health Board",11,5,0,16,6,16,-6
2020-10-08,"Hywel Dda University Health Board",9,4,0,13,5,16,-8
2020-10-09,"Hywel Dda University Health Board",5,4,1,10,7,13,-10
2020-10-10,"Hywel Dda University Health Board",17,4,1,22,10,10,2
2020-10-11,"Hywel Dda University Health Board",7,5,1,13,4,22,-13
2020-10-12,"Hywel Dda University Health Board",16,4,1,21,9,13,-1
2020-10-13,"Hywel Dda University Health Board",18,2,1,21,7,21,-7
2020-10-14,"Hywel Dda University Health Board",14,5,1,20,8,21,-9
2020-10-15,"Hywel Dda University Health Board",17,6,1,24,11,20,-7
2020-10-16,"Hywel Dda University Health Board",10,15,1,26,2,24,0
2020-10-17,"Hywel Dda University Health Board",12,14,1,27,8,26,-7
2020-10-18,"Hywel Dda University Health Board",15,15,1,31,19,27,-15
2020-10-19,"Hywel Dda University Health Board",9,20,1,30,7,31,-8
2020-10-20,"Hywel Dda University Health Board",10,22,1,33,9,30,-6
2020-10-21,"Hywel Dda University Health Board",18,25,1,44,18,33,-7
2020-10-22,"Hywel Dda University Health Board",12,23,1,36,17,44,-25
2020-10-23,"Hywel Dda University Health Board",10,29,1,40,18,36,-14
2020-10-24,"Hywel Dda University Health Board",16,26,1,43,7,40,-4
2020-10-25,"Hywel Dda University Health Board",20,37,1,58,8,43,7
2020-10-26,"Hywel Dda University Health Board",13,50,1,64,9,58,-3
2020-10-27,"Hywel Dda University Health Board",18,47,1,66,19,64,-17
2020-10-28,"Hywel Dda University Health Board",17,39,1,57,15,66,-24
2020-10-29,"Hywel Dda University Health Board",5,49,1,55,12,57,-14
2020-10-30,"Hywel Dda University Health Board",14,42,9,65,8,55,2
2020-10-31,"Hywel Dda University Health Board",7,48,9,64,12,65,-13
2020-11-01,"Hywel Dda University Health Board",8,38,9,55,13,64,-22
2020-11-02,"Hywel Dda University Health Board",7,51,9,67,12,55,0
2020-11-03,"Hywel Dda University Health Board",24,47,9,80,14,67,-1
2020-11-04,"Hywel Dda University Health Board",14,51,9,74,13,80,-19
2020-11-05,"Hywel Dda University Health Board",16,48,9,73,10,74,-11
2020-11-06,"Hywel Dda University Health Board",12,54,0,66,8,73,-15
2020-11-07,"Hywel Dda University Health Board",23,59,0,82,11,66,5
2020-11-08,"Hywel Dda University Health Board",39,58,0,97,21,82,-6
2020-11-09,"Hywel Dda University Health Board",23,84,0,107,9,97,1
2020-11-10,"Hywel Dda University Health Board",15,92,0,107,18,107,-18
2020-11-11,"Hywel Dda University Health Board",17,87,0,104,7,107,-10
2020-11-12,"Hywel Dda University Health Board",18,90,0,108,8,104,-4
2020-11-13,"Hywel Dda University Health Board",9,93,0,102,5,108,-11
2020-11-14,"Hywel Dda University Health Board",18,86,1,105,16,102,-13
2020-11-15,"Hywel Dda University Health Board",9,83,0,92,8,105,-21
2020-11-16,"Hywel Dda University Health Board",27,95,1,123,8,92,23
2020-11-17,"Hywel Dda University Health Board",22,106,1,129,9,123,-3
2020-11-18,"Hywel Dda University Health Board",11,101,1,113,8,129,-24
2020-04-23,"Powys Teaching Health Board",3,9,NA,12,0,113,-101
2020-04-24,"Powys Teaching Health Board",6,12,NA,18,1,12,5
2020-04-25,"Powys Teaching Health Board",8,13,NA,21,1,18,2
2020-04-26,"Powys Teaching Health Board",9,13,NA,22,0,21,1
2020-04-27,"Powys Teaching Health Board",2,9,NA,11,0,22,-11
2020-04-28,"Powys Teaching Health Board",1,9,NA,10,0,11,-1
2020-04-29,"Powys Teaching Health Board",1,8,NA,9,0,10,-1
2020-04-30,"Powys Teaching Health Board",3,8,NA,11,0,9,2
2020-05-01,"Powys Teaching Health Board",0,10,NA,10,0,11,-1
2020-05-02,"Powys Teaching Health Board",2,11,NA,13,0,10,3
2020-05-03,"Powys Teaching Health Board",3,10,NA,13,0,13,0
2020-05-04,"Powys Teaching Health Board",3,7,NA,10,0,13,-3
2020-05-05,"Powys Teaching Health Board",3,7,NA,10,0,10,0
2020-05-06,"Powys Teaching Health Board",4,4,NA,8,0,10,-2
2020-05-07,"Powys Teaching Health Board",6,6,NA,12,0,8,4
2020-05-08,"Powys Teaching Health Board",7,9,NA,16,0,12,4
2020-05-09,"Powys Teaching Health Board",8,7,NA,15,0,16,-1
2020-05-10,"Powys Teaching Health Board",2,11,NA,13,0,15,-2
2020-05-11,"Powys Teaching Health Board",6,9,NA,15,0,13,2
2020-05-12,"Powys Teaching Health Board",8,10,NA,18,0,15,3
2020-05-13,"Powys Teaching Health Board",6,12,NA,18,1,18,-1
2020-05-14,"Powys Teaching Health Board",7,11,NA,18,0,18,0
2020-05-15,"Powys Teaching Health Board",5,12,NA,17,1,18,-2
2020-05-16,"Powys Teaching Health Board",2,12,NA,14,0,17,-3
2020-05-17,"Powys Teaching Health Board",4,11,NA,15,0,14,1
2020-05-18,"Powys Teaching Health Board",1,11,NA,12,0,15,-3
2020-05-19,"Powys Teaching Health Board",1,11,NA,12,0,12,0
2020-05-20,"Powys Teaching Health Board",2,8,NA,10,0,12,-2
2020-05-21,"Powys Teaching Health Board",1,7,NA,8,0,10,-2
2020-05-22,"Powys Teaching Health Board",3,4,NA,7,0,8,-1
2020-05-23,"Powys Teaching Health Board",4,4,NA,8,0,7,1
2020-05-24,"Powys Teaching Health Board",2,6,NA,8,0,8,0
2020-05-25,"Powys Teaching Health Board",2,5,NA,7,0,8,-1
2020-05-26,"Powys Teaching Health Board",3,6,0,9,0,7,2
2020-05-27,"Powys Teaching Health Board",2,3,0,5,0,9,-4
2020-05-28,"Powys Teaching Health Board",4,3,0,7,0,5,2
2020-05-29,"Powys Teaching Health Board",6,3,0,9,0,7,2
2020-05-30,"Powys Teaching Health Board",3,3,0,6,0,9,-3
2020-05-31,"Powys Teaching Health Board",2,5,0,7,2,6,-1
2020-06-01,"Powys Teaching Health Board",3,6,9,18,0,7,11
2020-06-02,"Powys Teaching Health Board",5,6,8,19,0,18,1
2020-06-03,"Powys Teaching Health Board",2,4,7,13,0,19,-6
2020-06-04,"Powys Teaching Health Board",2,4,9,15,0,13,2
2020-06-05,"Powys Teaching Health Board",4,1,9,14,0,15,-1
2020-06-06,"Powys Teaching Health Board",5,0,9,14,0,14,0
2020-06-07,"Powys Teaching Health Board",4,2,9,15,0,14,1
2020-06-08,"Powys Teaching Health Board",2,1,12,15,0,15,0
2020-06-09,"Powys Teaching Health Board",3,1,12,16,0,15,1
2020-06-10,"Powys Teaching Health Board",2,1,11,14,0,16,-2
2020-06-11,"Powys Teaching Health Board",2,1,11,14,0,14,0
2020-06-12,"Powys Teaching Health Board",3,1,11,15,0,14,1
2020-06-13,"Powys Teaching Health Board",4,2,12,18,1,15,2
2020-06-14,"Powys Teaching Health Board",4,1,12,17,0,18,-1
2020-06-15,"Powys Teaching Health Board",0,2,11,13,0,17,-4
2020-06-16,"Powys Teaching Health Board",1,2,10,13,0,13,0
2020-06-17,"Powys Teaching Health Board",0,2,10,12,0,13,-1
2020-06-18,"Powys Teaching Health Board",0,2,9,11,0,12,-1
2020-06-19,"Powys Teaching Health Board",4,2,10,16,0,11,5
2020-06-20,"Powys Teaching Health Board",4,2,10,16,0,16,0
2020-06-21,"Powys Teaching Health Board",2,2,10,14,0,16,-2
2020-06-22,"Powys Teaching Health Board",0,2,10,12,0,14,-2
2020-06-23,"Powys Teaching Health Board",0,1,8,9,0,12,-3
2020-06-24,"Powys Teaching Health Board",2,1,7,10,0,9,1
2020-06-25,"Powys Teaching Health Board",2,0,6,8,0,10,-2
2020-06-26,"Powys Teaching Health Board",2,0,3,5,0,8,-3
2020-06-27,"Powys Teaching Health Board",1,1,3,5,0,5,0
2020-06-28,"Powys Teaching Health Board",2,1,3,6,0,5,1
2020-06-29,"Powys Teaching Health Board",7,0,5,12,0,6,6
2020-06-30,"Powys Teaching Health Board",1,0,4,5,0,12,-7
2020-07-01,"Powys Teaching Health Board",0,0,3,3,0,5,-2
2020-07-02,"Powys Teaching Health Board",0,0,3,3,0,3,0
2020-07-03,"Powys Teaching Health Board",1,0,2,3,0,3,0
2020-07-04,"Powys Teaching Health Board",1,1,2,4,1,3,0
2020-07-05,"Powys Teaching Health Board",5,1,2,8,0,4,4
2020-07-06,"Powys Teaching Health Board",0,0,2,2,0,8,-6
2020-07-07,"Powys Teaching Health Board",2,0,2,4,0,2,2
2020-07-08,"Powys Teaching Health Board",2,0,2,4,0,4,0
2020-07-09,"Powys Teaching Health Board",2,0,2,4,0,4,0
2020-07-10,"Powys Teaching Health Board",2,0,2,4,0,4,0
2020-07-11,"Powys Teaching Health Board",2,1,2,5,0,4,1
2020-07-12,"Powys Teaching Health Board",2,1,2,5,0,5,0
2020-07-13,"Powys Teaching Health Board",2,0,2,4,0,5,-1
2020-07-14,"Powys Teaching Health Board",0,0,1,1,0,4,-3
2020-07-15,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-16,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-17,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-18,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-19,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-20,"Powys Teaching Health Board",1,0,1,2,0,1,1
2020-07-21,"Powys Teaching Health Board",2,0,1,3,0,2,1
2020-07-22,"Powys Teaching Health Board",3,0,1,4,0,3,1
2020-07-23,"Powys Teaching Health Board",0,0,1,1,0,4,-3
2020-07-24,"Powys Teaching Health Board",1,0,1,2,0,1,1
2020-07-25,"Powys Teaching Health Board",4,0,1,5,0,2,3
2020-07-26,"Powys Teaching Health Board",4,0,1,5,0,5,0
2020-07-27,"Powys Teaching Health Board",4,0,1,5,0,5,0
2020-07-28,"Powys Teaching Health Board",0,0,1,1,0,5,-4
2020-07-29,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-30,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-07-31,"Powys Teaching Health Board",4,0,1,5,0,1,4
2020-08-01,"Powys Teaching Health Board",1,0,1,2,0,5,-3
2020-08-02,"Powys Teaching Health Board",1,0,1,2,0,2,0
2020-08-03,"Powys Teaching Health Board",2,0,1,3,0,2,1
2020-08-04,"Powys Teaching Health Board",1,0,1,2,0,3,-1
2020-08-05,"Powys Teaching Health Board",0,0,1,1,0,2,-1
2020-08-06,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-07,"Powys Teaching Health Board",1,0,1,2,0,1,1
2020-08-08,"Powys Teaching Health Board",0,0,1,1,0,2,-1
2020-08-09,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-10,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-11,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-12,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-13,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-14,"Powys Teaching Health Board",4,0,1,5,0,1,4
2020-08-15,"Powys Teaching Health Board",0,0,1,1,0,5,-4
2020-08-16,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-17,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-18,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-19,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-20,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-21,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-22,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-23,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-24,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-25,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-26,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-27,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-28,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-08-29,"Powys Teaching Health Board",0,0,2,2,0,1,1
2020-08-30,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-08-31,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-01,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-02,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-03,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-04,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-05,"Powys Teaching Health Board",0,0,3,3,0,2,1
2020-09-06,"Powys Teaching Health Board",0,0,3,3,0,3,0
2020-09-07,"Powys Teaching Health Board",0,0,3,3,0,3,0
2020-09-08,"Powys Teaching Health Board",0,0,3,3,0,3,0
2020-09-09,"Powys Teaching Health Board",0,0,3,3,0,3,0
2020-09-10,"Powys Teaching Health Board",2,0,2,4,0,3,1
2020-09-11,"Powys Teaching Health Board",1,0,2,3,0,4,-1
2020-09-12,"Powys Teaching Health Board",3,0,2,5,0,3,2
2020-09-13,"Powys Teaching Health Board",3,0,2,5,0,5,0
2020-09-14,"Powys Teaching Health Board",1,0,2,3,0,5,-2
2020-09-15,"Powys Teaching Health Board",1,0,2,3,0,3,0
2020-09-16,"Powys Teaching Health Board",0,0,2,2,0,3,-1
2020-09-17,"Powys Teaching Health Board",0,0,2,2,0,2,0
2020-09-18,"Powys Teaching Health Board",0,0,1,1,0,2,-1
2020-09-19,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-09-20,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-09-21,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-09-22,"Powys Teaching Health Board",3,0,1,4,0,1,3
2020-09-23,"Powys Teaching Health Board",3,0,1,4,0,4,0
2020-09-24,"Powys Teaching Health Board",1,0,1,2,0,4,-2
2020-09-25,"Powys Teaching Health Board",0,0,1,1,0,2,-1
2020-09-26,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-09-27,"Powys Teaching Health Board",1,0,1,2,0,1,1
2020-09-28,"Powys Teaching Health Board",2,0,1,3,0,2,1
2020-09-29,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-09-30,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-10-01,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-10-02,"Powys Teaching Health Board",0,0,1,1,0,3,-2
2020-10-03,"Powys Teaching Health Board",3,0,1,4,0,1,3
2020-10-04,"Powys Teaching Health Board",2,0,1,3,0,4,-1
2020-10-05,"Powys Teaching Health Board",0,0,1,1,0,3,-2
2020-10-06,"Powys Teaching Health Board",0,0,1,1,0,1,0
2020-10-07,"Powys Teaching Health Board",2,0,1,3,0,1,2
2020-10-08,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-10-09,"Powys Teaching Health Board",3,0,1,4,0,3,1
2020-10-10,"Powys Teaching Health Board",0,0,1,1,0,4,-3
2020-10-11,"Powys Teaching Health Board",2,0,1,3,0,1,2
2020-10-12,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-10-13,"Powys Teaching Health Board",2,0,1,3,0,3,0
2020-10-14,"Powys Teaching Health Board",1,0,1,2,0,3,-1
2020-10-15,"Powys Teaching Health Board",1,0,1,2,0,2,0
2020-10-16,"Powys Teaching Health Board",0,0,0,0,0,2,-2
2020-10-17,"Powys Teaching Health Board",1,0,0,1,0,0,1
2020-10-18,"Powys Teaching Health Board",1,0,0,1,0,1,0
2020-10-19,"Powys Teaching Health Board",1,0,0,1,0,1,0
2020-10-20,"Powys Teaching Health Board",1,1,0,2,0,1,1
2020-10-21,"Powys Teaching Health Board",1,1,0,2,0,2,0
2020-10-22,"Powys Teaching Health Board",1,1,0,2,0,2,0
2020-10-23,"Powys Teaching Health Board",3,1,0,4,0,2,2
2020-10-24,"Powys Teaching Health Board",3,1,0,4,0,4,0
2020-10-25,"Powys Teaching Health Board",4,1,0,5,0,4,1
2020-10-26,"Powys Teaching Health Board",4,1,0,5,0,5,0
2020-10-27,"Powys Teaching Health Board",2,1,0,3,0,5,-2
2020-10-28,"Powys Teaching Health Board",1,1,0,2,0,3,-1
2020-10-29,"Powys Teaching Health Board",1,1,0,2,0,2,0
2020-10-30,"Powys Teaching Health Board",0,0,0,0,0,2,-2
2020-10-31,"Powys Teaching Health Board",0,0,0,0,0,0,0
2020-11-01,"Powys Teaching Health Board",0,0,0,0,0,0,0
2020-11-02,"Powys Teaching Health Board",0,0,0,0,0,0,0
2020-11-03,"Powys Teaching Health Board",2,0,0,2,0,0,2
2020-11-04,"Powys Teaching Health Board",1,1,0,2,0,2,0
2020-11-05,"Powys Teaching Health Board",1,1,0,2,0,2,0
2020-11-06,"Powys Teaching Health Board",1,4,0,5,1,2,2
2020-11-07,"Powys Teaching Health Board",3,3,0,6,0,5,1
2020-11-08,"Powys Teaching Health Board",4,3,0,7,0,6,1
2020-11-09,"Powys Teaching Health Board",4,4,0,8,0,7,1
2020-11-10,"Powys Teaching Health Board",3,4,0,7,0,8,-1
2020-11-11,"Powys Teaching Health Board",2,4,0,6,0,7,-1
2020-11-12,"Powys Teaching Health Board",1,5,0,6,0,6,0
2020-11-13,"Powys Teaching Health Board",1,7,0,8,0,6,2
2020-11-14,"Powys Teaching Health Board",3,9,0,12,0,8,4
2020-11-15,"Powys Teaching Health Board",6,9,0,15,0,12,3
2020-11-16,"Powys Teaching Health Board",3,11,0,14,0,15,-1
2020-11-17,"Powys Teaching Health Board",4,11,0,15,0,14,1
2020-11-18,"Powys Teaching Health Board",1,14,0,15,0,15,0
2020-04-01,"Velindre University NHS Trust",3,8,NA,11,0,15,-4
2020-04-02,"Velindre University NHS Trust",1,10,NA,11,0,11,0
2020-04-03,"Velindre University NHS Trust",2,10,NA,12,1,11,0
2020-04-04,"Velindre University NHS Trust",0,8,NA,8,0,12,-4
2020-04-05,"Velindre University NHS Trust",0,6,NA,6,0,8,-2
2020-04-06,"Velindre University NHS Trust",0,7,NA,7,0,6,1
2020-04-07,"Velindre University NHS Trust",0,7,NA,7,1,7,-1
2020-04-08,"Velindre University NHS Trust",1,6,NA,7,0,7,0
2020-04-09,"Velindre University NHS Trust",1,5,NA,6,0,7,-1
2020-04-10,"Velindre University NHS Trust",0,3,NA,3,0,6,-3
2020-04-11,"Velindre University NHS Trust",1,3,NA,4,0,3,1
2020-04-12,"Velindre University NHS Trust",1,3,NA,4,0,4,0
2020-04-13,"Velindre University NHS Trust",0,3,NA,3,0,4,-1
2020-04-14,"Velindre University NHS Trust",1,3,NA,4,0,3,1
2020-04-15,"Velindre University NHS Trust",3,2,NA,5,0,4,1
2020-04-16,"Velindre University NHS Trust",3,4,NA,7,0,5,2
2020-04-17,"Velindre University NHS Trust",1,3,NA,4,0,7,-3
2020-04-18,"Velindre University NHS Trust",0,3,NA,3,0,4,-1
2020-04-19,"Velindre University NHS Trust",0,2,NA,2,0,3,-1
2020-04-20,"Velindre University NHS Trust",1,1,NA,2,0,2,0
2020-04-21,"Velindre University NHS Trust",2,1,NA,3,0,2,1
2020-04-22,"Velindre University NHS Trust",0,1,NA,1,0,3,-2
2020-04-23,"Velindre University NHS Trust",1,1,NA,2,0,1,1
2020-04-24,"Velindre University NHS Trust",1,1,NA,2,0,2,0
2020-04-25,"Velindre University NHS Trust",1,1,NA,2,0,2,0
2020-04-26,"Velindre University NHS Trust",2,1,NA,3,0,2,1
2020-04-27,"Velindre University NHS Trust",3,1,NA,4,0,3,1
2020-04-28,"Velindre University NHS Trust",0,1,NA,1,0,4,-3
2020-04-29,"Velindre University NHS Trust",2,1,NA,3,0,1,2
2020-04-30,"Velindre University NHS Trust",2,2,NA,4,0,3,1
2020-05-01,"Velindre University NHS Trust",1,2,NA,3,0,4,-1
2020-05-02,"Velindre University NHS Trust",3,2,NA,5,0,3,2
2020-05-03,"Velindre University NHS Trust",1,2,NA,3,0,5,-2
2020-05-04,"Velindre University NHS Trust",4,2,NA,6,0,3,3
2020-05-05,"Velindre University NHS Trust",7,1,NA,8,0,6,2
2020-05-06,"Velindre University NHS Trust",3,1,NA,4,0,8,-4
2020-05-07,"Velindre University NHS Trust",2,1,NA,3,0,4,-1
2020-05-08,"Velindre University NHS Trust",3,1,NA,4,0,3,1
2020-05-09,"Velindre University NHS Trust",3,1,NA,4,0,4,0
2020-05-10,"Velindre University NHS Trust",2,1,NA,3,0,4,-1
2020-05-11,"Velindre University NHS Trust",0,2,NA,2,0,3,-1
2020-05-12,"Velindre University NHS Trust",1,1,NA,2,0,2,0
2020-05-13,"Velindre University NHS Trust",1,1,NA,2,0,2,0
2020-05-14,"Velindre University NHS Trust",0,1,NA,1,0,2,-1
2020-05-15,"Velindre University NHS Trust",2,1,NA,3,0,1,2
2020-05-16,"Velindre University NHS Trust",1,0,NA,1,0,3,-2
2020-05-17,"Velindre University NHS Trust",1,0,NA,1,0,1,0
2020-05-18,"Velindre University NHS Trust",2,1,NA,3,0,1,2
2020-05-19,"Velindre University NHS Trust",3,1,NA,4,0,3,1
2020-05-20,"Velindre University NHS Trust",2,2,NA,4,0,4,0
2020-05-21,"Velindre University NHS Trust",1,2,NA,3,0,4,-1
2020-05-22,"Velindre University NHS Trust",5,1,NA,6,0,3,3
2020-05-23,"Velindre University NHS Trust",6,0,NA,6,0,6,0
2020-05-24,"Velindre University NHS Trust",3,0,NA,3,0,6,-3
2020-05-25,"Velindre University NHS Trust",0,0,NA,0,0,3,-3
2020-05-26,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-05-27,"Velindre University NHS Trust",4,0,0,4,0,1,3
2020-05-28,"Velindre University NHS Trust",1,0,0,1,0,4,-3
2020-05-29,"Velindre University NHS Trust",2,0,0,2,0,1,1
2020-05-30,"Velindre University NHS Trust",0,0,0,0,0,2,-2
2020-05-31,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-01,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-02,"Velindre University NHS Trust",1,1,0,2,1,0,1
2020-06-03,"Velindre University NHS Trust",3,0,0,3,0,2,1
2020-06-04,"Velindre University NHS Trust",9,0,0,9,0,3,6
2020-06-05,"Velindre University NHS Trust",1,0,0,1,0,9,-8
2020-06-06,"Velindre University NHS Trust",2,0,0,2,0,1,1
2020-06-07,"Velindre University NHS Trust",0,0,0,0,0,2,-2
2020-06-08,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-09,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-06-10,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-06-11,"Velindre University NHS Trust",1,0,0,1,1,0,0
2020-06-12,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-06-13,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-14,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-15,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-16,"Velindre University NHS Trust",2,0,0,2,0,0,2
2020-06-17,"Velindre University NHS Trust",4,0,0,4,0,2,2
2020-06-18,"Velindre University NHS Trust",0,0,0,0,0,4,-4
2020-06-19,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-06-20,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-06-21,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-22,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-23,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-24,"Velindre University NHS Trust",3,0,0,3,0,0,3
2020-06-25,"Velindre University NHS Trust",0,0,0,0,0,3,-3
2020-06-26,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-27,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-28,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-29,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-06-30,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-07-01,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-07-02,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-03,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-04,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-05,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-06,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-07,"Velindre University NHS Trust",0,0,0,0,0,0,0
