"date","health_board","prop_lockdown","lockdown_status","proportion_lockdown"
2020-09-22,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-23,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-24,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-25,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-26,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-27,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-28,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-29,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-09-30,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-01,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-02,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-03,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-04,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-05,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-06,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-07,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-08,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-09,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-10,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-11,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-12,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-13,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-14,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-15,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-16,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-17,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-18,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-19,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-20,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-21,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-22,"Cwm Taf University Health Board",1,"Local lockdowns",1
2020-10-23,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-24,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-25,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-26,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-27,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-28,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-29,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-30,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-10-31,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-01,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-02,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-03,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-04,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-05,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-06,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-07,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-08,"Cwm Taf University Health Board",2,"Firebreak lockdown",2
2020-11-09,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-10,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-11,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-12,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-13,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-14,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-15,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-16,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-17,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-18,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-11-19,"Cwm Taf University Health Board",2,"Post-firebreak",0
2020-04-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-26,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-27,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-28,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-29,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-04-30,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-26,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-27,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-28,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-29,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-30,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-05-31,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-26,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-27,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-28,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-29,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-06-30,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-26,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-27,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-28,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-29,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-30,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-07-31,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-26,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-27,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-28,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-29,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-30,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-08-31,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-01,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-02,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-03,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-04,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-05,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-06,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-07,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-08,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-09,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-10,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-11,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-12,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-13,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-14,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-15,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-16,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-17,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-18,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-19,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-20,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-21,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-22,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-23,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-24,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-25,"Hywel Dda University Health Board",0,"No local lockdowns",0
2020-09-26,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-09-27,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-09-28,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-09-29,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-09-30,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-01,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-02,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-03,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-04,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-05,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-06,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-07,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-08,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-09,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-10,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-11,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-12,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-13,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-14,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-15,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-16,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-17,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-18,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-19,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-20,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-21,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-22,"Hywel Dda University Health Board",0.128048151,"Local lockdowns",0.128048151
2020-10-23,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-24,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-25,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-26,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-27,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-28,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-29,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-30,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-10-31,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-01,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-02,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-03,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-04,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-05,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-06,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-07,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-08,"Hywel Dda University Health Board",2,"Firebreak lockdown",2
2020-11-09,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-10,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-11,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-12,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-13,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-14,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-15,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-16,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-17,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-18,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-11-19,"Hywel Dda University Health Board",2,"Post-firebreak",0
2020-04-23,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-24,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-25,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-26,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-27,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-28,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-29,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-04-30,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-01,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-02,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-03,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-04,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-05,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-06,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-07,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-08,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-09,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-10,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-11,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-12,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-13,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-14,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-15,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-16,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-17,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-18,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-19,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-20,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-21,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-22,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-23,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-24,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-25,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-26,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-27,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-28,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-29,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-30,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-05-31,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-01,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-02,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-03,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-04,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-05,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-06,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-07,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-08,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-09,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-10,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-11,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-12,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-13,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-14,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-15,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-16,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-17,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-18,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-19,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-20,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-21,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-22,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-23,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-24,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-25,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-26,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-27,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-28,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-29,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-06-30,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-01,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-02,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-03,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-04,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-05,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-06,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-07,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-08,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-09,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-10,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-11,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-12,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-13,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-14,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-15,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-16,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-17,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-18,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-19,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-20,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-21,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-22,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-23,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-24,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-25,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-26,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-27,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-28,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-29,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-30,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-07-31,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-01,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-02,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-03,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-04,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-05,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-06,"Powys Teaching Health Board",2,"Firebreak lockdown",2
2020-08-07,"Powys Teaching Health Board",2,"Firebreak lockdown",2
