"","date","health_board","percent_beds_in_use_covid"
"855",2020-07-07,"Cardiff and Vale University Health Board",0.11523178807947
"856",2020-07-07,"Cwm Taf University Health Board",0.0383986928104575
"857",2020-07-07,"Aneurin Bevan University Health Board",0.0440028388928318
"858",2020-07-07,"Powys Teaching Health Board",0.0285714285714286
"859",2020-07-07,"Velindre University NHS Trust",0
"860",2020-07-07,"Wales",0.0656634746922025
"861",2020-07-08,"Betsi Cadwaladr University Health Board",0.0942688805570434
"862",2020-07-08,"Hywel Dda University Health Board",0.0113744075829384
"863",2020-07-08,"Abertawe Bro Morgannwg University Health Board",0.0233644859813084
"864",2020-07-08,"Cardiff and Vale University Health Board",0.11558784676354
"865",2020-07-08,"Cwm Taf University Health Board",0.0428802588996764
"866",2020-07-08,"Aneurin Bevan University Health Board",0.0494505494505494
"867",2020-07-08,"Powys Teaching Health Board",0.0285714285714286
"868",2020-07-08,"Velindre University NHS Trust",0
"869",2020-07-08,"Wales",0.0627912680892813
"870",2020-07-09,"Betsi Cadwaladr University Health Board",0.0960300429184549
"871",2020-07-09,"Hywel Dda University Health Board",0.0123222748815166
"872",2020-07-09,"Abertawe Bro Morgannwg University Health Board",0.0233644859813084
"873",2020-07-09,"Cardiff and Vale University Health Board",0.116248348745046
"874",2020-07-09,"Cwm Taf University Health Board",0.0444810543657331
"875",2020-07-09,"Aneurin Bevan University Health Board",0.0425824175824176
"876",2020-07-09,"Powys Teaching Health Board",0.0285714285714286
"877",2020-07-09,"Velindre University NHS Trust",0
"878",2020-07-09,"Wales",0.0624923114774265
"879",2020-07-10,"Betsi Cadwaladr University Health Board",0.0803096274794388
"880",2020-07-10,"Hywel Dda University Health Board",0.0114537444933921
"881",2020-07-10,"Abertawe Bro Morgannwg University Health Board",0.0203389830508475
"882",2020-07-10,"Cardiff and Vale University Health Board",0.105686032138443
"883",2020-07-10,"Cwm Taf University Health Board",0.0373239436619718
"884",2020-07-10,"Aneurin Bevan University Health Board",0.0327074500302847
"885",2020-07-10,"Powys Teaching Health Board",0.0233918128654971
"886",2020-07-10,"Velindre University NHS Trust",0
"887",2020-07-10,"Wales",0.0523080241587576
"888",2020-07-11,"Betsi Cadwaladr University Health Board",0.0752427184466019
"889",2020-07-11,"Hywel Dda University Health Board",0.0140969162995595
"890",2020-07-11,"Abertawe Bro Morgannwg University Health Board",0.0177966101694915
"891",2020-07-11,"Cardiff and Vale University Health Board",0.102595797280593
"892",2020-07-11,"Cwm Taf University Health Board",0.0408759124087591
"893",2020-07-11,"Aneurin Bevan University Health Board",0.031496062992126
"894",2020-07-11,"Powys Teaching Health Board",0.0292397660818713
"895",2020-07-11,"Velindre University NHS Trust",0
"896",2020-07-11,"Wales",0.0511123168746609
"897",2020-07-12,"Betsi Cadwaladr University Health Board",0.0819592628516004
"898",2020-07-12,"Hywel Dda University Health Board",0.00975177304964539
"899",2020-07-12,"Abertawe Bro Morgannwg University Health Board",0.0211864406779661
"900",2020-07-12,"Cardiff and Vale University Health Board",0.103831891223733
"901",2020-07-12,"Cwm Taf University Health Board",0.0372262773722628
"902",2020-07-12,"Aneurin Bevan University Health Board",0.0436099333737129
"903",2020-07-12,"Powys Teaching Health Board",0.0292397660818713
"904",2020-07-12,"Velindre University NHS Trust",0
"905",2020-07-12,"Wales",0.0543973941368078
"906",2020-07-13,"Betsi Cadwaladr University Health Board",0.0813673567645643
"907",2020-07-13,"Hywel Dda University Health Board",0.0123565754633716
"908",2020-07-13,"Abertawe Bro Morgannwg University Health Board",0.0186440677966102
"909",2020-07-13,"Cardiff and Vale University Health Board",0.103213844252163
"910",2020-07-13,"Cwm Taf University Health Board",0.0418772563176895
"911",2020-07-13,"Aneurin Bevan University Health Board",0.047244094488189
"912",2020-07-13,"Powys Teaching Health Board",0.0233918128654971
"913",2020-07-13,"Velindre University NHS Trust",0
"914",2020-07-13,"Wales",0.0553812871822607
"915",2020-07-14,"Betsi Cadwaladr University Health Board",0.0798845043310876
"916",2020-07-14,"Hywel Dda University Health Board",0.0113636363636364
"917",2020-07-14,"Abertawe Bro Morgannwg University Health Board",0.0194585448392555
"918",2020-07-14,"Cardiff and Vale University Health Board",0.104449938195303
"919",2020-07-14,"Cwm Taf University Health Board",0.03470715835141
"920",2020-07-14,"Aneurin Bevan University Health Board",0.0345245305875227
"921",2020-07-14,"Powys Teaching Health Board",0.00584795321637427
"922",2020-07-14,"Velindre University NHS Trust",0
"923",2020-07-14,"Wales",0.0515285729718051
"924",2020-07-15,"Betsi Cadwaladr University Health Board",0.0808080808080808
"925",2020-07-15,"Hywel Dda University Health Board",0.0122377622377622
"926",2020-07-15,"Abertawe Bro Morgannwg University Health Board",0.0152284263959391
"927",2020-07-15,"Cardiff and Vale University Health Board",0.108158220024722
"928",2020-07-15,"Cwm Taf University Health Board",0.0325379609544469
"929",2020-07-15,"Aneurin Bevan University Health Board",0.0381586917019988
"930",2020-07-15,"Powys Teaching Health Board",0.00584795321637427
"931",2020-07-15,"Velindre University NHS Trust",0.0333333333333333
"932",2020-07-15,"Wales",0.0523871246489523
"933",2020-07-16,"Betsi Cadwaladr University Health Board",0.0776277724204436
"934",2020-07-16,"Hywel Dda University Health Board",0.0191972076788831
"935",2020-07-16,"Abertawe Bro Morgannwg University Health Board",0.0152284263959391
"936",2020-07-16,"Cardiff and Vale University Health Board",0.0982694684796045
"937",2020-07-16,"Cwm Taf University Health Board",0.0339840925524223
"938",2020-07-16,"Aneurin Bevan University Health Board",0.0393700787401575
"939",2020-07-16,"Powys Teaching Health Board",0.00584795321637427
"940",2020-07-16,"Velindre University NHS Trust",0
"941",2020-07-16,"Wales",0.051107509454349
"942",2020-07-17,"Betsi Cadwaladr University Health Board",0.0702519379844961
"943",2020-07-17,"Hywel Dda University Health Board",0.0167400881057269
"944",2020-07-17,"Abertawe Bro Morgannwg University Health Board",0.0227464195450716
"945",2020-07-17,"Cardiff and Vale University Health Board",0.0988875154511743
"946",2020-07-17,"Cwm Taf University Health Board",0.0332610267534346
"947",2020-07-17,"Aneurin Bevan University Health Board",0.0278450363196126
"948",2020-07-17,"Powys Teaching Health Board",0.00584795321637427
"949",2020-07-17,"Velindre University NHS Trust",0
"950",2020-07-17,"Wales",0.0480519480519481
"951",2020-07-18,"Betsi Cadwaladr University Health Board",0.0780416868637906
"952",2020-07-18,"Hywel Dda University Health Board",0.0149516270888303
"953",2020-07-18,"Abertawe Bro Morgannwg University Health Board",0.0202190395956192
"954",2020-07-18,"Cardiff and Vale University Health Board",0.0951792336217552
"955",2020-07-18,"Cwm Taf University Health Board",0.0298719772403983
"956",2020-07-18,"Aneurin Bevan University Health Board",0.0375302663438257
"957",2020-07-18,"Powys Teaching Health Board",0.00584795321637427
"958",2020-07-18,"Velindre University NHS Trust",0
"959",2020-07-18,"Wales",0.0497625215889465
"960",2020-07-19,"Betsi Cadwaladr University Health Board",0.069015444015444
"961",2020-07-19,"Hywel Dda University Health Board",0.013215859030837
"962",2020-07-19,"Abertawe Bro Morgannwg University Health Board",0.0202190395956192
"963",2020-07-19,"Cardiff and Vale University Health Board",0.0933250927070457
"964",2020-07-19,"Cwm Taf University Health Board",0.0310918293564714
"965",2020-07-19,"Aneurin Bevan University Health Board",0.0338983050847458
"966",2020-07-19,"Powys Teaching Health Board",0.00584795321637427
"967",2020-07-19,"Velindre University NHS Trust",0
"968",2020-07-19,"Wales",0.0468209342560554
"969",2020-07-20,"Betsi Cadwaladr University Health Board",0.0705314009661836
"970",2020-07-20,"Hywel Dda University Health Board",0.0105540897097625
"971",2020-07-20,"Abertawe Bro Morgannwg University Health Board",0.02106149957877
"972",2020-07-20,"Cardiff and Vale University Health Board",0.0927070457354759
"973",2020-07-20,"Cwm Taf University Health Board",0.0332610267534346
"974",2020-07-20,"Aneurin Bevan University Health Board",0.0242130750605327
"975",2020-07-20,"Powys Teaching Health Board",0.0116959064327485
"976",2020-07-20,"Velindre University NHS Trust",0
"977",2020-07-20,"Wales",0.0455233564013841
"978",2020-07-21,"Betsi Cadwaladr University Health Board",0.0751445086705202
"979",2020-07-21,"Hywel Dda University Health Board",0.011443661971831
"980",2020-07-21,"Abertawe Bro Morgannwg University Health Board",0.0244313395113732
"981",2020-07-21,"Cardiff and Vale University Health Board",0.0896168108776267
"982",2020-07-21,"Cwm Taf University Health Board",0.0345323741007194
"983",2020-07-21,"Aneurin Bevan University Health Board",0.024818401937046
"984",2020-07-21,"Powys Teaching Health Board",0.0175438596491228
"985",2020-07-21,"Velindre University NHS Trust",0
"986",2020-07-21,"Wales",0.0469762419006479
"987",2020-07-22,"Betsi Cadwaladr University Health Board",0.0769603097773475
"988",2020-07-22,"Hywel Dda University Health Board",0.0140845070422535
"989",2020-07-22,"Abertawe Bro Morgannwg University Health Board",0.0287648054145516
"990",2020-07-22,"Cardiff and Vale University Health Board",0.0865265760197775
"991",2020-07-22,"Cwm Taf University Health Board",0.0309352517985612
"992",2020-07-22,"Aneurin Bevan University Health Board",0.0272397094430993
"993",2020-07-22,"Powys Teaching Health Board",0.0232558139534884
"994",2020-07-22,"Velindre University NHS Trust",0
"995",2020-07-22,"Wales",0.0476963011031798
"996",2020-07-23,"Betsi Cadwaladr University Health Board",0.0816425120772947
"997",2020-07-23,"Hywel Dda University Health Board",0.0149647887323944
"998",2020-07-23,"Abertawe Bro Morgannwg University Health Board",0.0228426395939086
"999",2020-07-23,"Cardiff and Vale University Health Board",0.0877626699629172
"1000",2020-07-23,"Cwm Taf University Health Board",0.0288808664259928
"1001",2020-07-23,"Aneurin Bevan University Health Board",0.0223970944309927
"1002",2020-07-23,"Powys Teaching Health Board",0.00581395348837209
"1003",2020-07-23,"Velindre University NHS Trust",0
"1004",2020-07-23,"Wales",0.0468361276365603
"1005",2020-07-24,"Betsi Cadwaladr University Health Board",0.080019398642095
"1006",2020-07-24,"Hywel Dda University Health Board",0.0123239436619718
"1007",2020-07-24,"Abertawe Bro Morgannwg University Health Board",0.0117944397641112
"1008",2020-07-24,"Cardiff and Vale University Health Board",0.088380716934487
"1009",2020-07-24,"Cwm Taf University Health Board",0.0368231046931408
"1010",2020-07-24,"Aneurin Bevan University Health Board",0.0296610169491525
"1011",2020-07-24,"Powys Teaching Health Board",0.0116279069767442
"1012",2020-07-24,"Velindre University NHS Trust",0
"1013",2020-07-24,"Wales",0.0473923393204934
"1014",2020-07-25,"Betsi Cadwaladr University Health Board",0.0910862152946907
"1015",2020-07-25,"Hywel Dda University Health Board",0.0158590308370044
"1016",2020-07-25,"Abertawe Bro Morgannwg University Health Board",0.016849199663016
"1017",2020-07-25,"Cardiff and Vale University Health Board",0.0877626699629172
"1018",2020-07-25,"Cwm Taf University Health Board",0.0317689530685921
"1019",2020-07-25,"Aneurin Bevan University Health Board",0.0284503631961259
"1020",2020-07-25,"Powys Teaching Health Board",0.0290697674418605
"1021",2020-07-25,"Velindre University NHS Trust",0
"1022",2020-07-25,"Wales",0.0501516464471404
"1023",2020-07-26,"Betsi Cadwaladr University Health Board",0.08547838756678
"1024",2020-07-26,"Hywel Dda University Health Board",0.00793650793650794
"1025",2020-07-26,"Abertawe Bro Morgannwg University Health Board",0.0160067396798652
"1026",2020-07-26,"Cardiff and Vale University Health Board",0.0859085290482077
"1027",2020-07-26,"Cwm Taf University Health Board",0.0262784090909091
"1028",2020-07-26,"Aneurin Bevan University Health Board",0.0393462469733656
"1029",2020-07-26,"Powys Teaching Health Board",0.0290697674418605
"1030",2020-07-26,"Velindre University NHS Trust",0
"1031",2020-07-26,"Wales",0.0485961123110151
"1032",2020-07-27,"Betsi Cadwaladr University Health Board",0.0878802510864317
"1033",2020-07-27,"Hywel Dda University Health Board",0.0139372822299652
"1034",2020-07-27,"Abertawe Bro Morgannwg University Health Board",0.0131255127153404
"1035",2020-07-27,"Cardiff and Vale University Health Board",0.0809641532756489
"1036",2020-07-27,"Cwm Taf University Health Board",0.0276988636363636
"1037",2020-07-27,"Aneurin Bevan University Health Board",0.0284503631961259
"1038",2020-07-27,"Powys Teaching Health Board",0.0290697674418605
"1039",2020-07-27,"Velindre University NHS Trust",0
"1040",2020-07-27,"Wales",0.0467911569006225
"1041",2020-07-28,"Betsi Cadwaladr University Health Board",0.0999507631708518
"1042",2020-07-28,"Hywel Dda University Health Board",0.0191304347826087
"1043",2020-07-28,"Abertawe Bro Morgannwg University Health Board",0.00982800982800983
"1044",2020-07-28,"Cardiff and Vale University Health Board",0.0871446229913473
"1045",2020-07-28,"Cwm Taf University Health Board",0.0284090909090909
"1046",2020-07-28,"Aneurin Bevan University Health Board",0.0332929782082324
"1047",2020-07-28,"Powys Teaching Health Board",0.00581395348837209
"1048",2020-07-28,"Velindre University NHS Trust",0
"1049",2020-07-28,"Wales",0.0510665804783452
"1050",2020-07-29,"Betsi Cadwaladr University Health Board",0.0982367758186398
"1051",2020-07-29,"Hywel Dda University Health Board",0.0182608695652174
"1052",2020-07-29,"Abertawe Bro Morgannwg University Health Board",0.0122850122850123
"1053",2020-07-29,"Cardiff and Vale University Health Board",0.0865265760197775
"1054",2020-07-29,"Cwm Taf University Health Board",0.0349002849002849
"1055",2020-07-29,"Aneurin Bevan University Health Board",0.036319612590799
"1056",2020-07-29,"Powys Teaching Health Board",0.00581395348837209
"1057",2020-07-29,"Velindre University NHS Trust",0
"1058",2020-07-29,"Wales",0.0521013864818024
"1059",2020-07-30,"Betsi Cadwaladr University Health Board",0.095020325203252
"1060",2020-07-30,"Hywel Dda University Health Board",0.0130890052356021
"1061",2020-07-30,"Abertawe Bro Morgannwg University Health Board",0.00982800982800983
"1062",2020-07-30,"Cardiff and Vale University Health Board",0.0834363411619283
"1063",2020-07-30,"Cwm Taf University Health Board",0.0341880341880342
"1064",2020-07-30,"Aneurin Bevan University Health Board",0.036319612590799
"1065",2020-07-30,"Powys Teaching Health Board",0.00581395348837209
"1066",2020-07-30,"Velindre University NHS Trust",0
"1067",2020-07-30,"Wales",0.049723157094778
"1068",2020-07-31,"Betsi Cadwaladr University Health Board",0.0836326321190354
"1069",2020-07-31,"Hywel Dda University Health Board",0.00871839581517001
"1070",2020-07-31,"Abertawe Bro Morgannwg University Health Board",0.0139230139230139
"1071",2020-07-31,"Cardiff and Vale University Health Board",0.0778739184177998
"1072",2020-07-31,"Cwm Taf University Health Board",0.033886085075703
"1073",2020-07-31,"Aneurin Bevan University Health Board",0.0278450363196126
"1074",2020-07-31,"Powys Teaching Health Board",0.0290697674418605
"1075",2020-07-31,"Velindre University NHS Trust",0
"1076",2020-07-31,"Wales",0.0451176983435048
"1077",2020-08-01,"Betsi Cadwaladr University Health Board",0.0851495184997466
"1078",2020-08-01,"Hywel Dda University Health Board",0.0105820105820106
"1079",2020-08-01,"Abertawe Bro Morgannwg University Health Board",0.0196560196560197
"1080",2020-08-01,"Cardiff and Vale University Health Board",0.0778739184177998
"1081",2020-08-01,"Cwm Taf University Health Board",0.0331651045421774
"1082",2020-08-01,"Aneurin Bevan University Health Board",0.0254237288135593
"1083",2020-08-01,"Powys Teaching Health Board",0.0116279069767442
"1084",2020-08-01,"Velindre University NHS Trust",0
"1085",2020-08-01,"Wales",0.0457167737019702
"1086",2020-08-02,"Betsi Cadwaladr University Health Board",0.0870445344129555
"1087",2020-08-02,"Hywel Dda University Health Board",0.00705467372134039
"1088",2020-08-02,"Abertawe Bro Morgannwg University Health Board",0.0188370188370188
"1089",2020-08-02,"Cardiff and Vale University Health Board",0.0791100123609394
"1090",2020-08-02,"Cwm Taf University Health Board",0.0339105339105339
"1091",2020-08-02,"Aneurin Bevan University Health Board",0.0308716707021792
"1092",2020-08-02,"Powys Teaching Health Board",0.0116279069767442
"1093",2020-08-02,"Velindre University NHS Trust",0
"1094",2020-08-02,"Wales",0.0469039068451409
"1095",2020-08-03,"Betsi Cadwaladr University Health Board",0.0951417004048583
"1096",2020-08-03,"Hywel Dda University Health Board",0.00793650793650794
"1097",2020-08-03,"Abertawe Bro Morgannwg University Health Board",0.0212940212940213
"1098",2020-08-03,"Cardiff and Vale University Health Board",0.0760197775030902
"1099",2020-08-03,"Cwm Taf University Health Board",0.0245310245310245
"1100",2020-08-03,"Aneurin Bevan University Health Board",0.0314769975786925
"1101",2020-08-03,"Powys Teaching Health Board",0.0174418604651163
"1102",2020-08-03,"Velindre University NHS Trust",0
"1103",2020-08-03,"Wales",0.0473392099249102
"1104",2020-08-04,"Betsi Cadwaladr University Health Board",0.0916069600818833
"1105",2020-08-04,"Hywel Dda University Health Board",0.00352733686067019
"1106",2020-08-04,"Abertawe Bro Morgannwg University Health Board",0.0163800163800164
"1107",2020-08-04,"Cardiff and Vale University Health Board",0.0896168108776267
"1108",2020-08-04,"Cwm Taf University Health Board",0.029645697758496
"1109",2020-08-04,"Aneurin Bevan University Health Board",0.0260290556900726
"1110",2020-08-04,"Powys Teaching Health Board",0.0115606936416185
"1111",2020-08-04,"Velindre University NHS Trust",0
"1112",2020-08-04,"Wales",0.047354064375341
"1113",2020-08-05,"Betsi Cadwaladr University Health Board",0.0945529290853032
"1114",2020-08-05,"Hywel Dda University Health Board",0.0105355575065847
"1115",2020-08-05,"Abertawe Bro Morgannwg University Health Board",0.0114660114660115
"1116",2020-08-05,"Cardiff and Vale University Health Board",0.0815822002472188
"1117",2020-08-05,"Cwm Taf University Health Board",0.0306704707560628
"1118",2020-08-05,"Aneurin Bevan University Health Board",0.0254237288135593
"1119",2020-08-05,"Powys Teaching Health Board",0.00578034682080925
"1120",2020-08-05,"Velindre University NHS Trust",0.0666666666666667
"1121",2020-08-05,"Wales",0.0468358566604945
"1122",2020-08-06,"Betsi Cadwaladr University Health Board",0.0923550538737814
"1123",2020-08-06,"Hywel Dda University Health Board",0.019315188762072
"1124",2020-08-06,"Abertawe Bro Morgannwg University Health Board",0.0131040131040131
"1125",2020-08-06,"Cardiff and Vale University Health Board",0.0760197775030902
"1126",2020-08-06,"Cwm Taf University Health Board",0.0300214438884918
"1127",2020-08-06,"Aneurin Bevan University Health Board",0.026634382566586
"1128",2020-08-06,"Powys Teaching Health Board",0.00578034682080925
"1129",2020-08-06,"Velindre University NHS Trust",0
"1130",2020-08-06,"Wales",0.0466180154667248
"1131",2020-08-07,"Betsi Cadwaladr University Health Board",0.0752688172043011
"1132",2020-08-07,"Hywel Dda University Health Board",0.0158033362598771
"1133",2020-08-07,"Abertawe Bro Morgannwg University Health Board",0.0122850122850123
"1134",2020-08-07,"Cardiff and Vale University Health Board",0.0686032138442522
"1135",2020-08-07,"Cwm Taf University Health Board",0.0314285714285714
"1136",2020-08-07,"Aneurin Bevan University Health Board",0.0169491525423729
"1137",2020-08-07,"Powys Teaching Health Board",0.0115606936416185
"1138",2020-08-07,"Velindre University NHS Trust",0
"1139",2020-08-07,"Wales",0.039734378401916
"1140",2020-08-08,"Betsi Cadwaladr University Health Board",0.0663556246759979
"1141",2020-08-08,"Hywel Dda University Health Board",0.0140474100087796
"1142",2020-08-08,"Abertawe Bro Morgannwg University Health Board",0.0105433901054339
"1143",2020-08-08,"Cardiff and Vale University Health Board",0.0760197775030902
"1144",2020-08-08,"Cwm Taf University Health Board",0.0264285714285714
"1145",2020-08-08,"Aneurin Bevan University Health Board",0.0260290556900726
"1146",2020-08-08,"Powys Teaching Health Board",0.00578034682080925
"1147",2020-08-08,"Velindre University NHS Trust",0
"1148",2020-08-08,"Wales",0.039350337911489
"1149",2020-08-09,"Betsi Cadwaladr University Health Board",0.0676229508196721
"1150",2020-08-09,"Hywel Dda University Health Board",0.0184372256365233
"1151",2020-08-09,"Abertawe Bro Morgannwg University Health Board",0.0123051681706317
"1152",2020-08-09,"Cardiff and Vale University Health Board",0.0605686032138443
"1153",2020-08-09,"Cwm Taf University Health Board",0.0285714285714286
"1154",2020-08-09,"Aneurin Bevan University Health Board",0.0272397094430993
"1155",2020-08-09,"Powys Teaching Health Board",0.00578034682080925
"1156",2020-08-09,"Velindre University NHS Trust",0
"1157",2020-08-09,"Wales",0.0383316998802134
"1158",2020-08-10,"Betsi Cadwaladr University Health Board",0.0633299284984678
"1159",2020-08-10,"Hywel Dda University Health Board",0.0184372256365233
"1160",2020-08-10,"Abertawe Bro Morgannwg University Health Board",0.0123051681706317
"1161",2020-08-10,"Cardiff and Vale University Health Board",0.0568603213844252
"1162",2020-08-10,"Cwm Taf University Health Board",0.0257142857142857
"1163",2020-08-10,"Aneurin Bevan University Health Board",0.0272397094430993
"1164",2020-08-10,"Powys Teaching Health Board",0.00578034682080925
"1165",2020-08-10,"Velindre University NHS Trust",0
"1166",2020-08-10,"Wales",0.0363478071607357
"1167",2020-08-11,"Betsi Cadwaladr University Health Board",0.0463678516228748
"1168",2020-08-11,"Hywel Dda University Health Board",0.0166812993854258
"1169",2020-08-11,"Abertawe Bro Morgannwg University Health Board",0.0139458572600492
"1170",2020-08-11,"Cardiff and Vale University Health Board",0.0648949320148331
"1171",2020-08-11,"Cwm Taf University Health Board",0.0285714285714286
"1172",2020-08-11,"Aneurin Bevan University Health Board",0.0260290556900726
"1173",2020-08-11,"Powys Teaching Health Board",0.00578034682080925
"1174",2020-08-11,"Velindre University NHS Trust",0
"1175",2020-08-11,"Wales",0.0343436546009594
"1176",2020-08-12,"Betsi Cadwaladr University Health Board",0.0620865139949109
"1177",2020-08-12,"Hywel Dda University Health Board",0.0139737991266376
"1178",2020-08-12,"Abertawe Bro Morgannwg University Health Board",0.0131147540983607
"1179",2020-08-12,"Cardiff and Vale University Health Board",0.0735475896168109
"1180",2020-08-12,"Cwm Taf University Health Board",0.0307142857142857
"1181",2020-08-12,"Aneurin Bevan University Health Board",0.0223970944309927
"1182",2020-08-12,"Powys Teaching Health Board",0.00578034682080925
"1183",2020-08-12,"Velindre University NHS Trust",0
"1184",2020-08-12,"Wales",0.0384657177007498
"1185",2020-08-13,"Betsi Cadwaladr University Health Board",0.0622131565527792
"1186",2020-08-13,"Hywel Dda University Health Board",0.0131004366812227
"1187",2020-08-13,"Abertawe Bro Morgannwg University Health Board",0.0117154811715481
"1188",2020-08-13,"Cardiff and Vale University Health Board",0.0679851668726823
"1189",2020-08-13,"Cwm Taf University Health Board",0.0293906810035842
"1190",2020-08-13,"Aneurin Bevan University Health Board",0.0260290556900726
"1191",2020-08-13,"Powys Teaching Health Board",0.00578034682080925
"1192",2020-08-13,"Velindre University NHS Trust",0
"1193",2020-08-13,"Wales",0.0377358490566038
"1194",2020-08-14,"Betsi Cadwaladr University Health Board",0.0526046986721144
"1195",2020-08-14,"Hywel Dda University Health Board",0.0157205240174672
"1196",2020-08-14,"Abertawe Bro Morgannwg University Health Board",0.0121359223300971
"1197",2020-08-14,"Cardiff and Vale University Health Board",0.053770086526576
"1198",2020-08-14,"Cwm Taf University Health Board",0.0306486101211689
"1199",2020-08-14,"Aneurin Bevan University Health Board",0.0260290556900726
"1200",2020-08-14,"Powys Teaching Health Board",0.028735632183908
"1201",2020-08-14,"Velindre University NHS Trust",0
"1202",2020-08-14,"Wales",0.0340711805555556
"1203",2020-08-15,"Betsi Cadwaladr University Health Board",0.0489943269726663
"1204",2020-08-15,"Hywel Dda University Health Board",0.027027027027027
"1205",2020-08-15,"Abertawe Bro Morgannwg University Health Board",0.0121359223300971
"1206",2020-08-15,"Cardiff and Vale University Health Board",0.0593325092707046
"1207",2020-08-15,"Cwm Taf University Health Board",0.0313837375178317
"1208",2020-08-15,"Aneurin Bevan University Health Board",0.0617433414043584
"1209",2020-08-15,"Powys Teaching Health Board",0.00574712643678161
"1210",2020-08-15,"Velindre University NHS Trust",0
"1211",2020-08-15,"Wales",0.0417482061317678
"1212",2020-08-16,"Betsi Cadwaladr University Health Board",0.047052740434333
"1213",2020-08-16,"Hywel Dda University Health Board",0.013949433304272
"1214",2020-08-16,"Abertawe Bro Morgannwg University Health Board",0.0161812297734628
"1215",2020-08-16,"Cardiff and Vale University Health Board",0.0568603213844252
"1216",2020-08-16,"Cwm Taf University Health Board",0.0264285714285714
"1217",2020-08-16,"Aneurin Bevan University Health Board",0.0478208232445521
"1218",2020-08-16,"Powys Teaching Health Board",0.00574712643678161
"1219",2020-08-16,"Velindre University NHS Trust",0
"1220",2020-08-16,"Wales",0.0365575019040366
"1221",2020-08-17,"Betsi Cadwaladr University Health Board",0.0584915341200616
"1222",2020-08-17,"Hywel Dda University Health Board",0.0157068062827225
"1223",2020-08-17,"Abertawe Bro Morgannwg University Health Board",0.00889967637540453
"1224",2020-08-17,"Cardiff and Vale University Health Board",0.0587144622991347
"1225",2020-08-17,"Cwm Taf University Health Board",0.0306704707560628
"1226",2020-08-17,"Aneurin Bevan University Health Board",0.0490314769975787
"1227",2020-08-17,"Powys Teaching Health Board",0.00574712643678161
"1228",2020-08-17,"Velindre University NHS Trust",0
"1229",2020-08-17,"Wales",0.039426523297491
"1230",2020-08-18,"Betsi Cadwaladr University Health Board",0.0528476141611083
"1231",2020-08-18,"Hywel Dda University Health Board",0.012216404886562
"1232",2020-08-18,"Abertawe Bro Morgannwg University Health Board",0.0129449838187702
"1233",2020-08-18,"Cardiff and Vale University Health Board",0.0599505562422744
"1234",2020-08-18,"Cwm Taf University Health Board",0.033547466095646
"1235",2020-08-18,"Aneurin Bevan University Health Board",0.0284503631961259
"1236",2020-08-18,"Powys Teaching Health Board",0.00574712643678161
"1237",2020-08-18,"Velindre University NHS Trust",0
"1238",2020-08-18,"Wales",0.0353030632196394
"1239",2020-08-19,"Betsi Cadwaladr University Health Board",0.0584886128364389
"1240",2020-08-19,"Hywel Dda University Health Board",0.0157068062827225
"1241",2020-08-19,"Abertawe Bro Morgannwg University Health Board",0.0105177993527508
"1242",2020-08-19,"Cardiff and Vale University Health Board",0.0611866501854141
"1243",2020-08-19,"Cwm Taf University Health Board",0.0263532763532764
"1244",2020-08-19,"Aneurin Bevan University Health Board",0.0302663438256659
"1245",2020-08-19,"Powys Teaching Health Board",0.00578034682080925
"1246",2020-08-19,"Velindre University NHS Trust",0
"1247",2020-08-19,"Wales",0.036013491459036
"1248",2020-08-20,"Betsi Cadwaladr University Health Board",0.0498183705241308
"1249",2020-08-20,"Hywel Dda University Health Board",0.0226876090750436
"1250",2020-08-20,"Abertawe Bro Morgannwg University Health Board",0.0153721682847896
"1251",2020-08-20,"Cardiff and Vale University Health Board",0.0506798516687268
"1252",2020-08-20,"Cwm Taf University Health Board",0.0292022792022792
"1253",2020-08-20,"Aneurin Bevan University Health Board",0.0429782082324455
"1254",2020-08-20,"Powys Teaching Health Board",0.00578034682080925
"1255",2020-08-20,"Velindre University NHS Trust",0
"1256",2020-08-20,"Wales",0.0365774003919007
"1257",2020-08-21,"Betsi Cadwaladr University Health Board",0.0417956656346749
"1258",2020-08-21,"Hywel Dda University Health Board",0.0130890052356021
"1259",2020-08-21,"Abertawe Bro Morgannwg University Health Board",0.0137540453074434
"1260",2020-08-21,"Cardiff and Vale University Health Board",0.0506798516687268
"1261",2020-08-21,"Cwm Taf University Health Board",0.0270655270655271
"1262",2020-08-21,"Aneurin Bevan University Health Board",0.026634382566586
"1263",2020-08-21,"Powys Teaching Health Board",0.00581395348837209
"1264",2020-08-21,"Velindre University NHS Trust",0
"1265",2020-08-21,"Wales",0.030230535015224
"1266",2020-08-22,"Betsi Cadwaladr University Health Board",0.0555269922879177
"1267",2020-08-22,"Hywel Dda University Health Board",0.00971731448763251
"1268",2020-08-22,"Abertawe Bro Morgannwg University Health Board",0.0105177993527508
"1269",2020-08-22,"Cardiff and Vale University Health Board",0.0506798516687268
"1270",2020-08-22,"Cwm Taf University Health Board",0.0256410256410256
"1271",2020-08-22,"Aneurin Bevan University Health Board",0.038135593220339
"1272",2020-08-22,"Powys Teaching Health Board",0.00581395348837209
"1273",2020-08-22,"Velindre University NHS Trust",0
"1274",2020-08-22,"Wales",0.0341712917618892
